Unnamed: 0,city,keyword,urls
107,Buenos Aires,sightseeing,https://cdn.getyourguide.com/img/tour_img-790825-148.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/06/71/91/3a.jpg https://cdn.getyourguide.com/img/tour_img-790825-146.jpg https://turismo.buenosaires.gob.ar/sites/turismo/files/field/image/n_bus_9802_0.jpg https://somethingoffreedom.com/wp-content/uploads/2017/09/Obelisk-daytime-Buenos-Aires-Sights.jpg https://www.planetware.com/photos-large/ARG/argentina-buenos-aires-recoleta-cemetery-museums.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/44/b0/98/buenos-aires-sightseeing.jpg https://turismo.buenosaires.gob.ar/sites/turismo/files/field/image/bus_turistico_1200_0.jpg https://www.planetware.com/photos-tiles/argentina-buenos-aires-national-congress-building.jpg
108,Salzburg,sightseeing,https://www.planetware.com/photos-large/A/inner-city.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/06/6c/5a/5e.jpg https://www.placesofjuma.com/wp-content/uploads/2018/05/Kapuzinerberg-Salzburg-1-1170x508.jpg https://www.planetware.com/photos-tiles/austria-salzburg-river-and-castle.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/77/f3/1b/salzburg-sightseeing.jpg https://images.panoramatours.com/pt/focus/50/50/504/315/user_upload/Sehenswuerdigkeiten/Salzburg/Salzburg_Panorama_mit_Festung__c__Tourismus_Salzburg_GmbH.jpg https://www.amadeohotel.at/image/files-UrlaubFestung1Large.jpg https://media-cdn.tripadvisor.com/media/photo-s/01/d1/9b/1b/gray-line-salzburg.jpg
109,Chicago Il,sightseeing,https://www.planetware.com/photos-large/USIL/illinois-chicago-navy-pier.jpg https://www.planetware.com/photos-large/USIL/illinois-chicago-art-institute.jpg https://media.timeout.com/images/105439616/630/472/image.jpg https://www.planetware.com/photos-large/USIL/illinois-chicago-millenium-park.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2018/07/ccimage-shutterstock_1107986705.jpg https://www.planetware.com/photos-tiles/illinois-chicago-city-view-and-lake-michigan.jpg https://www.planetware.com/photos-tiles/illinois-chicago-city-lights-and-river.jpg https://media.timeout.com/images/100892289/image.jpg
110,Charleston Sc,sightseeing,https://www.planetware.com/photos-large/USSC/charleston-waterfront-park.jpg https://www.charlestonfootprints.com/images/home-page-photo.jpg https://www.moneycrashers.com/wp-content/uploads/2017/01/charleston-activities-attractions-1068x713.jpg https://www.planetware.com/photos-tiles/south-carolina-magnolia-plantation-in-charleston.jpg https://www.charlestonfootprints.com/images/recommend1.jpg https://www.planetware.com/photos-tiles/south-carolina-where-to-stay-luxury-houses-5.jpg http://www.things-to-do-in-charleston.com/images/things_to_do_in_charleston_sc_PMborderSBIv3.jpg https://www.planetware.com/photos-large/USSC/south-carolina-magnolia-plantation-in-charleston.jpg https://i.ytimg.com/vi/vDw3VVnV00Q/maxresdefault.jpg https://www.planetware.com/photos-large/USSC/south-carolina-charleston-historic-street.jpg
111,London,sightseeing,https://cdn.londonandpartners.com/assets/competitions/83898-640x360-london-skyline-640x360.jpg https://media.timeout.com/images/104710350/630/472/image.jpg https://cdn.londonandpartners.com/-/media/images/london/visit/things-to-do/sightseeing/london-attractions/london-eye/london-eye.jpg?mw=640&hash=C76435E1F43C5E483B25E9730DE0D49BE6861432 https://media.timeout.com/images/103938223/630/472/image.jpg https://cdn.londonandpartners.com/-/media/images/london/visit/things-to-do/sightseeing/london-attractions/tower-bridge-exhibition/london-attraction-hero.jpg?mw=1920&hash=69B89EC730437BA13F562E29AFC7A340CD1FFD31 https://www.londontopsightstours.com/wp-content/uploads/2018/09/top-london-24.jpg https://www.icrhrm.org/wp-content/uploads/2018/12/tower-bridge.jpg https://cache-graphicslib.viator.com/graphicslib/mm/28/the-original-london-sightseeing-tour-hop-on-hop-off-156128-raw.jpg https://img.theculturetrip.com/x/smart/wp-content/uploads/2018/12/cedxx5.jpg https://cdn.tripplannera.com/media/images/original/cl/pr/pr/t/cl/classic-london-sightseeing-private-guided-luxury-tour.jpg
112,Cork,sightseeing,https://www.planetware.com/photos-large/IRL/ireland-cork-english-market.jpg https://media-cdn.tripadvisor.com/media/attractions-splice-spp-540x360/06/75/a4/84.jpg http://gabisworld.com/data_images/top_cityes/cork/cork-08.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/b5/0b/a3/cork-city-sightseeing.jpg https://s3-eu-west-1.amazonaws.com/kennedycarr.com.images/day-tours-from-cork-cork-city-sightseeing-kennedy-and-carr-copyright-tourism-ireland-chris-hill_20190205050024.jpg https://www.planetware.com/photos-tiles/ireland-top-weekend-breaks-cork-thumb.jpg https://s3-eu-west-1.amazonaws.com/pw.y18-images/cork-city-sightseeing-cork-hopper_24052018044248.jpg https://media-cdn.tripadvisor.com/media/photo-s/02/90/96/14/filename-corkgaol-ext.jpg https://www.planetware.com/photos-large/IRL/ireland-cork-fitzgerald-park.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/76/fd/e0/blarney-cobh-day-tour.jpg
113,Tokyo,sightseeing,https://www.planetware.com/photos-large/JPN/japan-tokyo-asakusa-senso-ji-temple.jpg https://www.japanvisitor.com/images/content_images/tokyotower20181.jpg https://www.planetware.com/photos-tiles/japan-attractions-imperial-palace.jpg https://www.japan-guide.com/thumb/XYZeXYZe3016_sea_375.jpg https://rimage.gnst.jp/livejapan.com/public/article/detail/a/00/01/a0001379/img/basic/a0001379_main.jpg?20190425120616 https://cdn.thecrazytourist.com/wp-content/uploads/2018/05/ccimage-shutterstock_197314337.jpg https://cdn.getyourguide.com/img/tour_img-1459439-146.jpg https://cdn.triplelights.com/uploads/2017-11/th/600x600tour-by-van-transportation-1856-197-20190122-2.jpg https://www.planetware.com/photos-large/JPN/japan-tokyo-ueno-park-zoo.jpg https://cache-graphicslib.viator.com/graphicslib/mm/00/tokyo-mt-fuji-day-trip-including-lake-ashi-sightseeing-281800-raw.jpg
114,Miami Fl,sightseeing,https://www.planetware.com/photos-large/USFL/florida-miami-beach.jpg https://i.ytimg.com/vi/9R1N_ww10wE/maxresdefault.jpg https://img.grouponcdn.com/deal/bvpRYssUJkiheJ6AY1mt/7q-3264x1958/v1/c700x420.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/e6/4f/d9/speedboat-sightseeing.jpg https://www.planetware.com/photos-large/USFL/florida-miami-south-beach.jpg https://www.moneycrashers.com/wp-content/uploads/2019/02/miami-activities-attractions-1068x713.jpg https://www.planetware.com/photos-large/USFL/florida-miami-beach-art-deco-district.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/06/70/6d/9d.jpg https://www.planetware.com/photos-tiles/florida-orland-city-and-palm-trees-night.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2016/05/Miami-Sea-Aquarium-1024x684.jpg
115,Montreal,sightseeing,"https://media.tacdn.com/media/attractions-splice-spp-674x446/07/38/c4/c7.jpg https://www.planetware.com/photos-large/CDN/canada-montreal-st-josephs-oratory.jpg https://cdn.getyourguide.com/img/tour_img-1715995-148.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/07/38/c4/cb.jpg https://media.cntraveler.com/photos/57fcfdf3fcc4299a48964468/4:3/w_480,c_limit/GettyImages-183425368.jpg https://media.tacdn.com/media/attractions-splice-spp-360x240/07/38/c4/c7.jpg https://www.readersdigest.ca/wp-content/uploads/sites/14/2016/06/montreal-attractions-sainte-anne-de-beaupre.jpg https://www.planetware.com/photos-tiles/canada-ottawa-rideau-canal-2.jpg https://cache-graphicslib.viator.com/graphicslib/thumbs360x240/3355/SITours/montreal-city-guided-sightseeing-tour-in-montreal-40781.jpg"
116,Perth,sightseeing,http://perthtouristcentre.com.au/wp-content/uploads/2015/10/boat-house-1800x600-dark.jpg https://www.rottnestfastferries.com.au/wp-content/uploads/2016/05/BT3H.jpg https://www.planetware.com/photos-large/AUS/australia-western-australia-perth-bell-tower.jpg https://cache-graphicslib.viator.com/graphicslib/page-images/742x525/135157_Perth_3DaysinPerth-SuggestedItineraries_420.jpg https://www.planetware.com/photos-large/AUS/australia-western-australia-perth-swan-river.jpg http://perthtouristcentre.com.au/wp-content/uploads/2017/07/perth-pxb.jpg https://www.planetware.com/photos-large/AUS/australia-western-australia-perth-kings-park.jpg https://i.ytimg.com/vi/aAGcsuVtdQc/maxresdefault.jpg https://www.planetware.com/photos-large/AUS/australia-western-australia-perth.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/07/32/c4/64.jpg
117,Ko Samui,sightseeing,https://www.ithaka.travel/blog/wp-content/uploads/2017/10/Featured-Image-20-740x494.jpg http://static.asiawebdirect.com/m/phuket/portals/kosamui-com/homepage/tours/day-trips-excursions/pagePropertiesImage/samui-day-trips-excursions.jpg http://tripsthai.com/wp-content/uploads/2013/09/koh-samui.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/06/01/15/ko-samui-city-tour-including.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2018/07/ccimage-shutterstock_363483647.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/e6/66/78/koh-samui-round-the-island.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/07/36/71/34.jpg http://static.asiawebdirect.com/m/phuket/portals/kosamui-com/shared/teasersL/attractions/wat-plai-laem/teaserMultiLarge/imageHilight/teaser.jpeg.jpg
118,Siem Reap,sightseeing,"https://www.planetware.com/photos-large/CAM/cambodia-siem-reap-angkor-wat.jpg https://www.siemreap.net/wp-content/uploads/2017/12/phnom-kulen-waterfall-324x235.jpg https://images.thrillophilia.com/image/upload/s--hrGX6t6c--/c_fill,f_auto,fl_strip_profile,h_775,q_auto,w_1600/v1/images/photos/000/096/459/original/1468906985_15185530434_318948090c_b.jpg.jpg?1468906985 https://i.ytimg.com/vi/IY8X-qMhB3A/maxresdefault.jpg https://i.pinimg.com/originals/30/c7/02/30c702f606b971756e53c694827468ae.jpg https://peacockasiatours.com/wp-content/uploads/2018/09/00004-1024x576.jpg https://www.angkorpropertyfinder.com/userfiles/images/siem_reap_travel_guides.jpg https://images.thrillophilia.com/image/upload/s--IWIdAY2F--/c_fill,f_auto,fl_strip_profile,h_446,q_auto,w_750/v1/images/photos/000/076/811/original/1462457147_Angkor_SiemReap_Cambodia_Tha-Prom-Temple-01.jpg.jpg?1462457144 https://media.timeout.com/images/105253466/image.jpg"
119,Pai,sightseeing,https://www.roadaffair.com/wp-content/uploads/2017/01/pam-bok-waterfall-pai-thailand-road-affair.jpg http://static.asiawebdirect.com/m/phuket/portals/thaiwave-com/homepage/mae-hong-son/pai/pagePropertiesImage/pai.jpg.jpg https://bkkaruncloud.b-cdn.net/wp-content/uploads/2019/07/pai-to-chiang-rai.jpg
120,Hanoi,sightseeing,"http://static.asiawebdirect.com/m/bangkok/portals/vietnam/homepage/hanoi/attractions/pagePropertiesImage/hanoi-attractions.jpg.jpg https://www.hanoicitybreaks.com/wp-content/uploads/2011/01/Sightseeing-in-Hanoi2.jpg http://static.asiawebdirect.com/m/bangkok/portals/vietnam/homepage/hanoi/top10/top10-hanoi-attractions/pagePropertiesImage/hanoi-top-10-attractions.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/9e/c1/d7/caption.jpg https://images.thrillophilia.com/image/upload/s--TnctRFrH--/c_fill,f_auto,fl_strip_profile,h_775,q_auto,w_1600/v1/images/photos/000/104/045/original/1480934395_hanoi2.jpg.jpg?1480934395 https://media.tacdn.com/media/attractions-splice-spp-674x446/06/70/19/55.jpg https://i.pinimg.com/originals/f9/02/aa/f902aa6d9f5d97f93f2e58af58000932.jpg https://drwyjmricaxm7.cloudfront.net/repository/1555297570-4438-f6_crop_flip_800_450_f2f2f2_center-center.jpg"
121,Shanghai,sightseeing,https://www.planetware.com/photos-large/CHN/yuyuan-garden.jpg https://www.planetware.com/photos-large/CHN/china-shanghai-oriental-pearl-tower.jpg https://www.fodors.com/wp-content/uploads/2017/11/UltimateShanghai.jpg https://www.planetware.com/photos-large/CHN/bund.jpg https://admin.freetour.com/images/tours/3379/classic-and-modern-shanghai-full-view-sightseeing--01.jpg https://www.planetware.com/wpimages/2018/09/china-shanghai-attractions-xujiahui-cathedral.jpg https://theplanetd.com/images/things-to-do-in-shanghai-Nanjing-Road-Day-1.jpg https://www.beijing-visitor.com/images/content_images/shanghai-architecture-4.jpg https://i.ytimg.com/vi/8J_ASzyRrx0/maxresdefault.jpg
122,Taipei,sightseeing,https://image.jimcdn.com/app/cms/image/transf/dimension=364x10000:format=jpg/path/s0298775f33d11631/image/i64c836418eda819f/version/1484140579/ima-taipei-sighting-trips.jpg https://img.theculturetrip.com/wp-content/uploads/2018/03/1991996.jpg https://www.aspirantsg.com/wp-content/uploads/2015/04/jioufen-new-taipei-city-1600x900.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/e4/b5/43/full-day-private-custom.jpg https://media-cdn.tripadvisor.com/media/photo-s/15/b4/f2/dc/ultimate-taipei-sightseeing.jpg https://static.toiimg.com/photo/45268727/.jpg https://i.ytimg.com/vi/-Aj_An-jZNk/maxresdefault.jpg https://media-cdn.tripadvisor.com/media/photo-s/17/32/8b/27/bule-line.jpg
123,Guadalajara,sightseeing,https://www.planetware.com/photos-large/MEX/mexico-guadalajara-cathedral.jpg https://media-cdn.tripadvisor.com/media/photo-s/16/86/b9/88/guadalajara-and-tlaquepaque.jpg https://www.planetware.com/photos-large/MEX/guadalajara-mexico.jpg https://cache-graphicslib.viator.com/graphicslib/thumbs360x240/5885/SITours/guadalajara-and-tlaquepaque-city-sightseeing-tour-in-guadalajara-143611.jpg https://www.planetware.com/photos-large/MEX/mexico-guadalajara-teatro-degollado.jpg https://cdn.theculturetrip.com/wp-content/uploads/2018/03/33724544114_067baeecf7_k.jpg https://www.planetware.com/photos-large/MEX/mexico-guadalajara-hospicio-cabanas.jpg https://cache-graphicslib.viator.com/graphicslib/thumbs360x240/5885/SITours/lake-chapala-and-ajijic-half-day-tour-from-guadalajara-in-guadalajara-143892.jpg https://www.gdltours.com/10.Mas/images10Mas/tlaquepaque_letras_02.jpg
124,Las Vegas Nv,sightseeing,https://www.planetware.com/photos-large/USNV/us-nevada-las-vegas-fremont-street-experience.jpg https://i.ytimg.com/vi/vmeBYcgdtss/hqdefault.jpg https://www.planetware.com/photos-large/USNV/us-nevada-las-vegas-the-strip.jpg https://regiopia.de/fileadmin/user_upload/Nordamerika/USA/Las_Vegas/sights/las-vegas-sights-welcome-sign-sandra-prueller.jpg https://www.planetware.com/photos-large/USNV/us-nevada-las-vegas-excalibur-night.jpg https://www.sightseeingpass.com/images/homepage/las-vegas/las-vegas-exclusive.jpg http://cdn.cnn.com/cnnnext/dam/assets/180313182924-07-las-vegas-travel-strip.jpg https://www.tripsavvy.com/thmb/BLUhEDxkx6-CRaayC3LYpAU6gdY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/las-vegas-illuminated-at-night--nevada--usa-684789083-5c1414d646e0fb00012d251f.jpg https://www.planetware.com/photos-large/USNV/us-nevada-las-vegas-the-strip(2).jpg https://i.ytimg.com/vi/BOTzq5waEho/maxresdefault.jpg
125,Ithaca Ny,sightseeing,https://i.ytimg.com/vi/ll3Q1nrsaPI/maxresdefault.jpg https://img-aws.ehowcdn.com/560x560p/photos.demandstudios.com/191/77/fotolia_524719_XS.jpg https://media-cdn.tripadvisor.com/media/photo-s/01/41/95/37/ithaca-ny-united-states.jpg https://media.tacdn.com/media/attractions-splice-spp-674x446/06/6b/6a/04.jpg?fit=crop&w=320&h=140 https://media-cdn.tripadvisor.com/media/photo-s/01/3d/12/2d/ithaca.jpg https://www.visitithaca.com/sites/default/files/styles/max_400/public/2019-01/2019%20Visitors%20Guide%20Cover_0.jpg?itok=_GZ9jDR_ https://media-cdn.tripadvisor.com/media/photo-s/02/e3/f9/0c/ithaca-falls-natural.jpg https://ithacaboattours.com/wp-content/uploads/2019/03/haendelPhoto.jpg https://media-cdn.tripadvisor.com/media/photo-s/08/48/96/0b/campus-suspension-bridge.jpg
126,Philadelphia Pa,sightseeing,https://www.planetware.com/photos-large/USPA/pennsylvania-attractions-philadelphia-philadelphia-museum-of-art.jpg https://assets.visitphilly.com/wp-content/uploads/2019/03/philadelphia-museum-of-art-exterior-clear-sky-jfusco-for-vp-2200x1237px.jpg https://www.planetware.com/photos-large/USPA/philadelphia-pennsylvania-liberty-bell-pavilion.jpg https://i.ytimg.com/vi/5bQx7KUD0f4/maxresdefault.jpg https://www.planetware.com/photos-large/USPA/philadelphia-pennsylvania-independence-hall.jpg https://www.planetware.com/photos-large/USPA/pennsylvania-philadelphia-city-hall.jpg https://media.timeout.com/images/103896828/image.jpg https://www.planetware.com/photos-tiles/pennsylvania-philadelphia-skyline-and-bridge.jpg
127,Princeton Nj,sightseeing,https://media-cdn.tripadvisor.com/media/photo-s/01/7f/d0/e1/princeton.jpg https://i.ytimg.com/vi/XZYp-mczqJI/maxresdefault.jpg https://blog.funnewjersey.com/wp-content/uploads/2015/11/fun-things-to-do-in-princeton-nj.jpg https://media-cdn.tripadvisor.com/media/photo-s/0b/08/05/65/outside-view-from-near.jpg https://www.planetware.com/photos-large/USNJ/us-new-jersey-cape-may.jpg https://media-cdn.tripadvisor.com/media/photo-s/10/10/22/c4/caption.jpg https://vacationidea.com/pix/img25Hy8R/articles/best-things-to-do-in-princeton-nj_t5.jpg https://www.planetware.com/photos-tiles/new-jersey-atlantic-city-ocean-and-skyline.jpg https://www.planetware.com/photos-large/USNJ/us-new-jersey-princeton-battlefield-state-park.jpg
128,Bologna,sightseeing,https://www.planetware.com/photos-large/I/italy-bologna-piazza-del-nettuno.jpg https://www.gpsmycity.com/img/trg/164.jpg https://www.planetware.com/wpimages/2018/09/italy-bologna-attractions-san-luca-portico.jpg https://bologna-guide.com/wp-content/uploads/2017/08/13327657534_579d64170f_o-810x572.jpg https://www.planetware.com/photos-large/I/italy-bologna-santo-stefano.jpg https://cdn.thecrazytourist.com/wp-content/uploads/2017/02/Piazza-Maggiore.jpg https://www.planetware.com/photos-large/I/italy-bologna-san-petronio.jpg https://veronatours2017.files.wordpress.com/2017/08/bologna-tourist-attractions-and-sightseeing_3.jpg?w=840 https://www.planetware.com/wpimages/2018/09/italy-bologna-attractions-oratory-of-battuti.jpg https://lonelyplanetimages.imgix.net/mastheads/51876446.jpg?sharp=10&vib=20&w=1200
129,San Francisco Ca,sightseeing,https://www.planetware.com/photos-large/USCA/california-san-francisco-golden-gate-bridge.jpg https://www.planetware.com/photos-large/USCA/california-san-francisco-alcatraz-island.jpg https://www.sftourismtips.com/image-files/xsan-francisco-attractions.jpg.pagespeed.ic.Y0eHS619OJ.jpg https://i.ytimg.com/vi/oi2o2r3Sgc0/maxresdefault.jpg https://www.planetware.com/photos-large/USCA/california-san-francisco-legion-of-honor-and-fountain.jpg https://www.sightseeingpass.com/images/homepage/san-francisco/san-francisco-home-header.jpg https://img-aws.ehowcdn.com/560x560p/photos.demandstudios.com/60/57/fotolia_1876912_XS.jpg https://i.ytimg.com/vi/HDZ8Rvr_fR4/maxresdefault.jpg
